log_X,log_y
2.4325573,3.529145
-1.8447943,-0.4637809
-2.9467406,-0.9900945
-0.07514545,1.2672501
-2.9512591,0.22239137
-1.2690897,1.2686826
-0.32730126,0.54096943
1.8065323,0.4681186
2.2439008,2.0546741
-2.4884772,0.35307628
-1.1123788,-0.47652888
-2.9234157,0.722167
2.9628341,0.47180712
2.6128032,-0.9220321
-0.54387903,1.161382
-2.7300007,-0.9137947
-1.5766267,0.9352206
-2.48411,-0.8340628
2.8120277,-2.143825
2.3246574,-1.2383602
-2.7362008,1.0203223
2.237272,-0.63970315
-0.70338553,-0.5617404
-2.530995,2.4103856
-1.1094509,-0.39973783
2.0475502,0.4705426
-1.1432158,0.48060942
2.37875,1.1545882
0.8193592,1.205888
-2.0402715,-0.14384362
2.799507,2.5063047
2.918297,1.2192757
-1.7717085,0.36366233
1.2207595,-0.48497492
0.29016817,1.0468496
0.2367332,2.1644258
2.5611138,1.6749055
-1.0824699,0.7686502
1.7794832,0.6022197
-1.7765115,0.79718125
-1.2973143,-0.14047858
-2.2946887,1.0883844
0.20802672,0.015334606
2.911049,1.6922143
1.956777,0.9467703
-2.6430113,0.15029435
-1.6784071,1.174647
-1.6594833,-1.1372693
-1.2546465,0.045100182
0.5410695,-0.73409307
0.27853876,0.4985587
-2.7388241,0.84463197
-2.9040651,0.23992893
-2.5946877,-0.28552505
-1.984969,0.29109696
0.6093698,1.077265
-0.69380754,1.580159
-1.6474692,1.3138217
0.20277958,1.741946
-0.27145168,2.9897
-1.7062911,1.622756
1.1506717,-0.112710595
1.5332867,2.382266
2.7459493,2.3773394
-1.2994332,-0.19990852
-0.6639868,1.5994111
-0.08131366,0.3494302
2.1215177,1.2855296
-1.6467708,1.6799948
0.87558335,0.69998425
2.5776508,-0.28966904
1.1885401,-0.63689476
-0.6369955,1.3890585
0.85593355,0.9139935
-0.12181433,2.1458683
-2.2721462,0.4563542
1.2992271,-0.789007
-0.44007754,0.6224685
1.4858187,1.3573294
-2.595726,0.5434318
-1.3822424,-0.00765571
2.7581704,0.49322182
-0.5057378,1.782164
-0.7350996,-0.30154634
-0.27089858,0.33597514
-1.9069844,-0.3200835
-1.1113081,-0.502742
-0.9259084,0.70529217
0.9035816,1.309117
-0.6417111,0.17794138
0.4332968,-0.8633897
-1.865945,0.28792942
2.9682124,1.3318901
-0.57924,1.2641747
-0.46415758,0.18594879
2.9170866,1.3273218
-2.5734427,0.5884026
2.909657,0.58701265
2.0969844,0.79981685
0.61303794,0.5707353
2.3347452,0.58404255
1.5629152,1.3586731
1.8927166,0.002429247
-1.8136562,0.3138552
2.6644135,0.4958731
-2.5890563,-0.61457825
-2.536739,1.163222
1.2440559,-0.6308244
-2.6437733,-1.1118741
-1.3723705,0.3347039
-1.1706473,-0.67868876
-0.22727741,0.31899822
-1.1876128,-1.2869244
-2.9036045,-0.289725
0.979429,-0.0021747947
1.7631335,0.9599725
1.427645,-0.80188286
-2.428013,-0.45660055
1.5987103,0.8739896
1.3947349,0.42907226
-0.95437455,0.977453
0.23100232,-0.22369713
1.1992642,0.7540961
0.24767114,-0.88795483
0.85914123,0.37511462
-2.522063,-0.058202848
-1.5728172,-0.5588586
-2.8816357,-1.3257816
-0.039330553,0.6663798
2.3764796,1.3942633
-0.29114503,-1.1047745
-0.324888,-0.678055
-0.54305756,1.4863381
-1.0951723,-0.02965036
-2.3690517,-0.57634974
-1.2876314,2.283062
-2.032072,-0.7464367
-1.7560679,0.6869396
1.3241522,3.4941607
1.3412956,1.7274246
-1.4756526,-0.24685821
-0.76269114,2.6037838
-0.7815734,0.68910015
2.1734993,0.030530691
-1.704614,-0.24053642
-2.3338149,0.32132456
-0.13323899,-1.9902196
1.3786308,0.598434
0.33537063,0.6073737
1.4560053,0.62841755
-1.0634819,0.80213547
2.7933352,2.0244873
-0.51576424,0.2575039
2.6016576,1.3484262
-2.2360697,1.4456401
2.1182497,2.4082913
0.9191673,1.1251774
2.6359627,2.0008562
-0.4672727,-1.2476072
1.0784329,1.0039141
2.0192704,2.8332355
1.6947211,0.0160743
2.9969032,2.521875
1.3220316,0.29523927
2.7526853,0.20651019
0.3448861,1.0221671
0.71212244,1.1005265
2.7414708,1.0914919
-2.8763034,-1.1055756
2.384785,1.4211857
-2.6011317,1.7212676
-1.5490049,0.37442574
-0.8810174,0.6620163
0.16767487,-0.40098476
2.4290814,1.1421905
2.6646762,0.64152133
-0.9318735,0.679813
1.265519,0.4636242
1.4331105,0.66394293
-2.3322802,0.09347886
-0.28660068,0.33994433
1.5869899,1.7221372
-1.5019943,0.31215394
1.0200033,1.339594
0.46286997,0.71503043
-0.05456397,1.9684768
-1.3349078,0.18678108
2.1315138,1.4066056
0.31508738,1.0789965
2.3564677,0.15596354
1.4423785,1.563163
-1.3159727,-0.7742933
-1.5855141,0.7384927
-1.5155756,1.3391674
-1.2517834,-0.15865147
-2.7819164,-0.9468042
-0.9396951,-0.30145776
0.24921693,0.56401604
1.5740308,1.6030018
-0.26841193,1.1433129
