log_X,log_y
-2.9666321,-0.7654776
0.1922871,1.9377786
2.3463635,-0.05539763
1.080923,-0.4926325
-2.8823378,-1.3400898
-2.0066514,-0.73342365
-1.182662,-0.779092
-1.0397341,-0.22314751
1.6468884,1.7868425
-2.1656866,-0.34507146
-2.2389667,-0.34048542
-1.7068883,0.8207364
2.6106644,2.0136547
2.5602767,1.5315907
1.5002759,1.1181701
0.8296201,2.534751
0.32666978,-0.23142368
0.25219235,1.6414064
2.6537092,-0.93962264
-0.9418796,0.2059707
-0.83369017,0.6931865
1.1318027,-0.035357118
1.0301963,0.56898385
2.58705,1.8283457
0.8392155,1.4818175
1.501295,2.3535826
2.5823555,0.5959961
-1.1174783,-0.28090292
2.828311,0.6082436
1.3181082,1.0080882
2.8722274,2.0327864
-1.6908555,0.61465967
1.1707867,0.16756058
1.7468626,-0.98671687
-1.609491,0.084646106
0.97886246,2.224743
0.3025812,2.893578
-0.8046668,-1.4750391
-0.93550855,0.14411831
-1.8196852,0.9779346
1.7095883,1.2207326
2.1909952,0.719559
1.0503749,1.906609
2.8704505,1.7907287
-1.7596804,0.7729985
1.4077992,-1.2828315
2.5329738,0.8590247
-1.9698422,0.7567991
0.17533572,-0.24259973
2.3948793,0.74317604
0.14844869,-0.6012779
-1.408122,-0.26343146
2.5436342,0.73926765
-0.115608886,-0.19282502
0.7201856,1.1740766
-0.14260398,0.22885203
0.9901103,0.38580638
0.038411606,1.0950178
2.8263528,1.7026103
2.7520964,2.6625838
2.139333,0.88192403
-1.826525,0.7536583
0.054982234,-0.4531418
-0.63080275,-0.6692789
-2.3753586,0.87075955
-1.726117,-0.7535353
0.38932216,0.1313693
-1.9294125,1.303185
-1.5199696,1.3066169
0.59278893,-0.22837842
2.1409004,0.7123513
2.2202396,1.4191463
2.628403,2.247882
-0.73725384,-0.26397377
2.430016,1.5393977
2.8890066,1.0756276
-2.4297273,-0.16011661
-1.0806515,0.53762215
0.12060028,0.6008413
2.709245,1.1955389
0.31266442,0.57097214
1.1870006,0.086079895
-2.7315729,1.1979672
-1.2715021,0.23174228
-0.27193725,-0.21355927
0.5851438,0.5058279
-2.4297872,-0.1501793
1.348346,1.5125573
1.4860884,1.825187
2.1355722,0.5580336
1.4864954,0.34677225
0.69290704,2.064198
-2.9692144,0.32767737
-0.62103003,0.39034975
-1.7830336,0.117610335
2.8020704,1.5266944
0.95592356,-0.12074822
2.9219708,1.1880598
0.21319361,1.4494867
-2.8442008,0.40169492
1.2705857,1.5587888
1.5232625,1.3032129
-2.9891403,-0.46005613
-2.0977485,0.48727664
0.34524128,1.4856892
-1.3851447,1.5461165
0.9381092,1.2920343
-0.7534145,-0.14269656
1.6166688,0.8937805
0.8228826,0.049794078
2.9151795,1.1597378
2.9786398,-0.95249844
-2.729084,-0.8841998
-2.3260071,-0.39178956
1.7533293,0.99403465
-1.8640581,0.59932685
-2.2641115,-0.8709552
-1.873401,-0.07546005
0.5120377,-0.11373556
0.8191082,1.2617724
-2.7673783,0.8584083
0.9746325,0.27525842
-2.7031975,2.000636
0.62503666,-0.36542243
-1.5597003,-0.5394975
-1.0956982,-1.3194785
2.896556,1.116425
1.6041096,1.2627505
2.573493,1.4836606
2.9457912,1.2885358
-0.115481056,0.64630824
-1.1065255,1.4012642
-0.12411412,0.4668051
0.1239407,0.9864649
2.1395245,1.2311053
-0.34623194,0.91898215
-2.9211874,0.7173643
0.7866567,-0.34121466
-2.1176956,0.699383
-2.8289523,-1.859812
1.1821079,0.45902032
2.4181168,0.8851589
2.7555795,0.11201286
-1.0649526,0.8179715
-0.13399969,-0.34441018
1.4615935,2.0373125
2.739425,2.5819077
0.88958836,1.0515747
-0.3972869,1.0069518
-2.4295175,-0.38561374
2.484604,1.7126584
0.15786493,1.2215703
-1.0196007,-0.5842849
-0.0875032,1.2089329
-1.6778924,0.54028565
0.41558418,-0.10269624
-0.82228184,-0.51389813
-1.0090837,-0.2550795
2.0128345,0.88836646
2.4156213,1.4374511
1.2270823,0.14037478
1.0234882,-0.20591593
-2.0087383,-1.34166
-1.7478482,0.43948656
2.0588691,1.6243587
2.4267452,0.7909738
-0.28579944,1.1024122
2.5076687,2.0681334
-1.4025317,0.19244927
-2.9808905,-0.7957894
1.7502143,0.8064664
1.9214524,1.4039499
-2.4058142,0.104748264
2.386924,0.3445394
1.733401,1.4723003
1.7039326,0.4780444
1.8809298,1.4972234
0.3358124,0.7817224
2.4602807,1.1660608
-1.2764058,-1.1083488
0.12949184,-1.1414231
-1.208296,0.4182935
-0.19109827,0.8606541
1.2636449,1.2257025
0.9346936,0.12893301
-0.66867346,1.3522891
1.756763,1.1641749
2.9468892,1.1217285
2.938884,-0.88779116
2.240342,1.2975254
1.0299764,1.3339496
-0.78683895,0.056037188
0.59203094,0.19051027
1.6503761,0.20991158
-1.2778051,0.73503876
-2.0523312,0.25921258
-0.07122272,1.1533576
2.967971,1.1786907
-2.7209015,-1.8670707
-0.6362335,0.40247792
