log_X,log_y
-0.9060374,0.4622072
-1.8913945,-0.6818449
-1.7850922,-0.6883222
0.6873726,0.25853068
2.92813,0.5592465
-1.5632869,0.16662522
-2.3237035,0.2584074
-2.7738285,0.37275088
2.8264074,1.2371203
2.321664,-0.3491298
-1.3435239,0.5044091
-1.5402056,1.5059667
1.5389289,1.3946604
1.5968845,0.3268975
0.60823995,0.5284869
-2.9876611,-1.7879703
1.6115149,-0.90482867
-2.5913897,-0.2147131
0.46109405,2.2097163
-0.47346103,0.040563703
2.7737777,0.8376717
0.5809574,-2.2427754
0.20451348,1.0451542
0.79364043,1.5684911
0.669812,-1.7970705
-1.9059755,0.36279184
2.901215,1.9765023
2.9186466,-0.77939224
1.4385029,1.3039547
-0.43437985,-0.14364827
-2.6841512,0.76723903
-1.5087107,1.0268826
-2.7125294,0.1112912
-0.17127898,-0.43770975
0.42570227,1.3300474
2.590935,1.9601046
-1.861622,2.270711
-2.9845967,0.5539394
1.7260302,1.0199845
1.4189882,0.056628704
-1.4478935,0.52026606
0.52930516,0.9164772
1.562395,0.40580785
-2.2348223,0.68989366
2.2546995,2.3953848
-1.899144,-0.69059944
-2.1730237,-0.7767198
1.9468564,1.4038832
-2.9917738,-0.9234318
-2.8337092,0.76896137
-1.3606024,1.6500243
-1.4505386,-0.9363432
-1.0089431,0.40426636
-0.9001454,0.5860682
0.6338602,0.8860911
-1.9386542,1.9500446
-0.78237975,1.634182
-1.676527,0.09075007
1.3752643,-0.5977484
-2.7646372,0.21138561
-0.23774725,1.0868793
0.15723874,-0.12322116
-0.51546085,-0.18463582
-0.9462941,1.8025815
-2.863353,-0.27934244
-2.071447,-0.13402537
0.21938162,0.96103275
-2.7591844,-0.8675931
-2.9868555,-1.8951226
1.3949715,0.49891585
0.7814734,2.1031413
2.0119684,1.0900701
-1.4370819,0.30429217
-0.37852433,0.22519934
0.9398871,0.8161534
2.929631,1.6843967
-0.8771389,0.92717516
1.6280047,0.65786827
2.6822302,-0.37602973
1.3131686,2.1258636
-0.5953997,0.3443787
-1.048507,-0.067745745
0.75814575,0.45065853
-1.1423049,-2.588601
-0.94079983,-0.5892854
0.9814449,0.6009387
-2.7359529,-0.705875
-1.6511765,0.13430418
1.312418,-1.0004733
0.28440437,-0.2636754
-2.6919913,0.03411305
-1.7609533,-0.47241122
-2.5975063,-1.9777324
1.6850126,2.1863356
0.2423973,0.5228166
0.6693337,-0.49820048
-1.8611609,0.9720644
2.745389,0.8625574
-2.070993,0.8874881
0.46836793,-0.575572
1.9963186,-0.92373073
-1.5786097,-0.12774667
-0.043182854,0.26959977
2.4082932,0.85829586
-1.4419384,-0.7943939
-0.48850533,-1.4399087
-2.248444,-0.51703405
-2.718775,0.2915934
-0.65020466,0.32602113
0.05539495,1.3756518
-0.65908754,0.5518682
0.0898847,-0.6655269
2.955702,0.59839094
1.8657477,0.27729988
-1.2054255,0.16788045
0.9074223,0.38596597
2.9785397,0.45488518
1.0219659,-0.050590575
-1.0955586,-0.14152896
1.2286152,0.14716327
0.21387637,0.7356962
-2.9221907,0.9231218
0.330662,1.3657329
1.4266534,0.45743614
-2.6314008,0.18605432
2.2332284,0.29230964
1.50747,-1.0028815
0.057605494,0.3134478
-1.8427675,0.52128685
1.4144477,1.2935363
-2.5417955,0.53727543
0.43629456,0.86555934
-0.33448258,1.1863884
-0.19741853,-0.48213905
-2.2732658,-0.882599
-0.5354977,1.0902911
-0.66618365,-0.63889194
0.7402102,-0.52316993
1.7652361,1.4772176
-1.295501,1.0379915
2.677579,1.3185991
-2.1165493,-0.7421126
0.18811245,-0.3412333
-1.9187732,0.7827959
-0.159918,2.0414708
-0.8823987,0.8290199
2.8143137,0.45663935
-1.6494619,1.690028
1.0120239,1.3679869
0.14721172,1.1811004
-2.029117,0.90801656
2.4911604,0.72908103
0.6053208,-0.4836309
-2.1172385,1.1243265
2.2297335,1.989044
2.5202217,1.0789223
1.6499156,0.77091706
0.17497988,0.3178512
0.77369654,1.7106466
-2.4371302,0.45966908
-0.58734334,0.92060834
0.28938338,0.58730555
2.3096614,0.794912
-0.1993414,0.5813234
-2.7250838,-0.45866954
0.34188172,1.1102247
-2.2516322,-0.9529873
-2.7732775,-0.9295003
1.5212988,2.447791
-1.2762944,0.29888976
0.040923096,0.359307
-0.7849627,0.6605169
1.9208143,0.9321387
-1.2977463,0.40871003
2.7558513,1.444986
1.1980338,-0.17874134
0.5516587,1.180551
-1.5953221,1.0696747
2.1614513,1.3124629
1.6142709,0.6918403
1.1837822,2.0741944
1.956002,1.4762027
-2.4495132,-0.3086938
-0.928993,-0.20125312
-0.8539365,2.3799715
1.8997536,-0.045024276
1.3805397,0.2811581
-0.6835913,-0.45819283
-1.2817768,0.22494382
1.8350353,1.1301782
-2.092543,0.9755959
2.9374392,1.5388197
0.20998432,0.13493097
-2.6832218,-0.6686025
1.111438,0.5641288
2.837035,2.132391
2.804252,0.1843301
-1.7004311,1.0631106
1.9364666,0.26921642
-2.1880927,-1.1934867
