log_X,log_y
-0.2697404,0.7183174
0.41138422,1.8809477
-2.6659915,-0.13996357
2.0996358,1.165437
-2.2519543,0.7135907
-0.431225,0.120079935
2.136397,0.6287478
2.9331095,1.8976169
-2.2883728,-1.0314503
1.590018,0.30693328
-1.9652941,-2.62281
-2.3589797,-0.94244766
1.0235968,0.12977582
2.6255586,-0.19112456
-1.41703,1.0001792
-1.8224745,-0.26813748
-1.4132867,0.010068268
0.594371,-1.5307869
-0.6130104,-0.72521055
-1.82582,-0.11070171
0.112273425,1.2657127
-0.4975588,0.8455733
2.547781,1.2473674
-2.8251293,0.47155443
2.802444,0.72993374
-1.891701,-0.4016076
-1.7634119,-0.9681294
-0.038572147,-0.17512953
-2.506409,0.33198044
1.9709285,2.1359398
0.14622934,-0.07311833
-2.0282505,-0.55694354
-1.057506,-0.20046437
-1.7380358,-0.5335363
0.37530753,1.0255656
0.9041518,1.705682
-1.6724879,-0.23534471
1.1747793,2.3806272
-2.426041,-0.67766607
-0.76342887,0.049874663
-1.5056957,0.20859772
1.4221334,1.678244
-0.50692534,0.10888237
-0.24549688,1.674057
0.844387,0.13214475
0.4201773,-0.5947184
-0.9242338,0.50507015
0.97606856,-0.6818479
2.165115,1.6488531
-0.15356341,-0.65939146
1.1484449,-0.70579934
-2.904751,-1.1315987
1.0621264,0.96508384
-2.2009976,-0.23425454
0.49653777,0.474101
-0.6372569,0.3308322
-1.7649066,0.17525399
0.30171987,-1.5036058
-0.63641036,1.5119727
0.40437704,1.3487272
-0.05208846,0.19591296
0.5086505,-0.9475509
0.628651,1.7921154
0.5050321,0.5075053
1.761006,1.63215
0.26039198,1.2007134
-1.9417586,-0.9202847
-0.7406379,0.7824802
-0.32044756,0.807968
1.7220422,0.7601893
-0.4310171,0.298672
0.963455,0.088064015
-0.37103456,-0.22909951
2.1961925,0.48478025
1.3530656,-0.35607082
0.44289464,0.4338402
-1.0915147,0.3448368
1.3101887,0.41801602
-2.155975,1.6941084
-0.9661635,1.4469224
1.8605436,0.80593383
0.8039364,-1.274384
2.1671553,2.015779
-1.773724,0.97904927
-2.5840745,0.6405
-1.8549222,1.2282846
-1.0032629,0.5588949
-0.029838223,1.0630108
2.1869059,1.1045736
0.3655122,-0.22613245
-1.2526706,1.8917625
0.63921404,3.3643446
1.6986499,0.42492223
2.328546,-0.18227112
-1.3794034,-0.5969217
-1.5759999,-0.43480664
-0.9873211,1.6818846
-2.3687708,-0.32145333
-0.0034146083,0.16600835
1.9163071,1.2705679
2.78853,-0.17915678
-0.66859084,2.8471372
-1.1088797,0.91190153
-1.4272593,-0.36019483
0.66002166,1.1604369
-1.5580095,-0.060157984
-2.8097465,-0.2826694
-1.5354384,1.4426683
1.6036121,0.9884549
-2.1809063,-0.12644354
-0.5814035,0.105267465
-2.4170036,-0.2221694
1.1093264,0.5868372
1.2554038,0.7564091
1.4783578,1.4555548
-0.41003457,-0.1293813
-0.99432987,0.70191735
-2.1009607,0.619769
0.8381479,1.0702515
-1.4531384,-1.1607577
0.14991607,2.340437
-1.1536766,1.1649468
-2.1182237,0.47375992
-0.66874605,1.3368471
-0.7184833,-1.7357031
2.4091208,0.2776475
-2.2390227,-0.11791751
-1.8174255,1.6702306
1.6937437,0.72441316
-0.20632438,-0.62351644
1.30361,1.349645
1.9760804,1.8037386
-0.7090494,-0.7006764
-2.3949265,1.4706265
-2.047515,1.023452
-2.1948273,-0.6649295
1.4126143,2.351263
-0.15267693,-0.5305839
-1.7087433,0.91045
-0.30248764,1.139739
2.0746794,-0.21981764
0.7603366,0.6305866
-2.8542454,0.6833921
-1.2412747,1.4492886
0.8425088,1.5796859
2.218978,0.84016824
2.901742,1.5919688
-2.481771,-0.7808142
-0.9597466,0.040923
1.1128002,3.8588233
2.1196742,1.0936427
0.3221056,1.3911846
0.11545048,1.0311024
1.4587417,0.727794
0.60789204,0.53412914
0.26634505,-1.1013464
0.79835033,1.4978874
1.6078378,0.67947173
-2.4356914,0.12081671
1.0582639,0.99780357
-1.3548129,0.47845447
1.1109264,-1.023691
2.7587996,2.2961104
1.9037356,2.6085885
-1.4472604,0.929022
1.43662,1.0466409
-2.850093,-0.41916013
2.6817691,0.2998051
-2.368243,0.44997996
-0.63744754,1.4652902
-2.7439363,-0.24581662
2.9718454,0.8493652
-0.35712656,0.34093958
0.37979633,0.7779914
1.3678907,0.061197042
-1.8398592,0.9515139
2.8708324,1.4266295
-1.02555,-0.2343061
-0.98824084,0.14610213
-1.7065307,-0.6530165
0.81123304,2.4929566
0.23239467,1.5871328
-1.8092335,0.7924446
-1.7659603,0.1265333
-1.6491187,0.79957044
-0.23215044,1.0503644
-2.8640752,-0.77614975
-0.17907032,-0.66066694
-2.964603,0.9920613
-2.6436043,-1.6213093
1.2486933,1.4490734
1.5751145,0.023351789
0.5031377,-0.69368124
-2.1898487,-0.23226279
-2.0600235,1.5501393
2.7543995,0.83442336
-1.1507629,1.1001902
0.7603809,0.5195242
-0.20974177,-0.15713078
-1.46638,0.6641774
