log_X,log_y
-1.1168526,-0.010094643
-1.0815226,0.66515785
2.8239233,1.3006971
1.1642537,0.20884556
-2.1485088,-0.8828037
-2.649027,1.8539162
2.7563252,0.18252575
-1.4392657,1.3071723
-0.6578834,0.9825455
-2.1296399,0.48583418
-0.5974767,1.219313
-1.753949,1.8195142
1.7948667,1.190556
0.80724454,-0.38984305
-2.185555,0.4153469
0.587926,0.72089905
2.7105005,2.6121826
2.5228007,1.2571317
-0.4352604,-0.22886384
2.3767917,0.5599621
-0.3978277,0.41797638
0.5249068,1.2552052
1.271839,0.64261997
0.1210031,0.5815362
-1.3548605,-0.14289317
1.8720114,0.6382075
-2.4320982,1.0002154
0.48740742,-0.6925688
2.7764888,-0.024819374
-1.3876709,0.9014801
1.528789,2.1249359
1.3479413,1.2264893
-1.0314696,1.5993711
2.4252594,2.3255892
-2.808138,-0.57707435
0.9847981,0.09839189
1.3577852,-0.25547862
-0.93738765,-0.7365462
2.1751485,-0.15231526
-2.8483262,0.024184957
-2.4590237,1.4710047
-1.7714175,0.2783323
-0.5995444,1.4181329
-0.21729653,-0.38710785
2.5592012,1.6795983
2.4931495,0.30465245
2.5053632,1.4855319
2.4972022,1.5094697
-2.2479482,0.38418138
2.6149848,1.2067202
2.9672985,-0.16297805
1.886904,1.3605969
-0.503158,2.128632
-1.5654973,0.1815583
1.7643067,0.22698867
-0.1557215,1.4893932
-1.0225741,1.042058
0.9481844,0.25573754
-0.46943763,0.6958496
2.4508643,1.3494154
0.3709843,0.9382814
0.6592091,0.6828343
1.94797,1.5997351
-0.43340963,-0.6240762
-2.9485152,0.9013841
-0.5747636,1.2054448
0.48506773,0.3861417
1.0918547,0.69867
-2.7058897,1.8351345
-0.52717996,-1.797208
-0.02447197,-1.2329701
1.6989416,1.0255572
-1.0677611,-0.36084193
0.65295595,-1.0776308
2.2613516,2.9341211
-2.665095,0.6837337
1.9664028,1.6344631
2.9197283,1.2635413
-0.5470632,1.6253409
0.2225793,0.7675859
1.0047718,0.58917844
0.5822995,0.67735875
2.699754,0.7743248
-0.28661957,1.0511708
0.8552643,1.710607
-1.1292301,0.9365854
-0.0011931472,-0.57180166
0.93114793,-0.09859192
-0.34170914,2.1651905
1.3929552,0.98388755
-2.5755374,0.90048563
-1.084373,-0.2333358
-1.8023176,0.606465
1.3881828,0.96276844
-2.0217628,-0.50112617
2.1501863,1.6646044
-1.5352235,0.62911123
0.54158866,0.8650238
2.355369,0.859056
2.389088,0.3068894
-1.3753911,0.27957603
0.0037361544,-1.8548245
-0.37801751,1.2270477
0.7968792,-0.53219885
1.309145,1.4497936
-1.7295388,0.486097
-1.648189,-0.3744922
-2.8187964,0.752143
1.2301589,1.9754977
0.70290077,-0.47807705
2.367558,1.1779621
1.1709961,1.6143818
-2.0661163,0.6144506
-1.6616699,-0.49522102
2.8931448,1.0797715
0.18133612,0.5333011
1.1106563,1.3579068
0.3931565,-0.16511106
2.4835515,1.4430562
-2.4390385,-0.38209
0.75048757,-0.59808207
-1.3903935,0.3543292
-0.81794107,-0.5335261
-2.34408,1.2603076
-0.18847378,-0.38478857
2.1586142,0.46019614
-2.382345,1.7851797
2.7188058,2.7207637
2.7179797,2.4435456
1.8017148,0.71938264
-1.8541054,0.68870735
-0.9232597,1.7261277
-0.50966024,-0.13987112
1.3424897,0.5458491
-1.0729954,0.1293942
0.5579218,0.39178595
-1.1007478,1.0445836
-1.6466525,-1.0433431
2.24329,0.33694774
0.20500055,-1.006952
-0.16629645,1.3572267
1.0083008,0.7982774
-2.8143272,1.1101003
2.9049203,-0.14187336
-0.23237425,0.111166775
-0.41299608,1.748842
-2.9459238,-0.37300617
-2.961347,0.47314584
-0.96691006,1.0689023
-1.1709296,-0.622787
2.5571256,0.108465314
1.6740264,1.5633662
-2.6163921,1.0166062
0.2770992,-0.68140584
-0.5055567,-0.15243381
2.0118809,1.3565167
-1.8215952,-0.20444915
-0.72608846,-0.8409235
-1.1545303,1.4664168
0.68247116,2.2562866
-2.786836,0.49924874
-2.039698,0.63935816
1.0982966,0.17423141
2.1558232,0.31577706
-0.32561535,1.356995
2.924289,0.6691103
2.761336,0.9595077
-2.3944316,1.8326979
1.155366,1.1474901
1.6082553,-0.06199646
1.3494446,-0.30987507
0.37153947,1.9746476
-2.5871909,-0.94057274
-2.100622,1.3619385
1.8163909,2.4995584
0.78963137,0.62897956
2.7963316,0.74734074
0.84390974,0.98545104
-1.1360942,0.03622186
0.382552,-0.08923644
-0.6817394,-0.25500792
-1.573153,-1.7961859
2.9594996,2.8979683
2.8747866,-0.19716883
1.8150376,-0.9277705
1.3168015,0.31250572
1.1199418,1.9788353
-0.5476819,0.41329142
2.6718395,2.6437895
1.1267959,0.69589233
0.08995759,0.10038817
-2.3543715,0.72637457
-2.0400813,-0.8057931
0.041784838,0.19021755
-2.974105,1.4187111
-0.28284797,0.101007104
-0.03295565,1.2020562
-2.2110693,0.40167087
-2.8814728,-0.62782127
2.2169776,0.52639484
