log_X,log_y
0.3543418,-0.34365022
-2.0805068,-0.17964205
-1.4987282,0.5829244
-0.8866442,1.0727508
1.2532095,-0.34224784
0.7230692,0.5272846
1.5946841,0.53962195
-2.6917312,0.11232092
-1.9665632,0.4219655
-1.6027303,-0.5361526
-1.510701,-0.015847474
1.524925,0.38293475
0.60933083,0.9947933
-1.063138,1.1894617
-1.6820914,0.7106594
-2.3359523,0.25978395
-2.8197482,-0.8392708
1.1703339,-1.0319605
-2.6781309,0.29551226
1.9168305,0.94141924
2.6467104,3.1626208
-0.53507733,1.2984123
-1.8973233,-1.1754822
0.7684653,0.3519988
0.070735976,1.5508637
2.863693,1.4764409
1.4664903,1.0776871
-1.8784112,1.3424431
2.2349536,1.6586854
-2.9831023,1.1895373
0.106077634,0.27195323
2.8684413,0.93360364
0.753311,0.9755432
-1.07906,0.52732396
2.2039127,1.4121921
1.267898,0.51982284
0.6598358,-0.05358976
-0.8100543,1.4175615
0.84241855,0.77229726
-2.6534429,0.88599646
2.5472004,-0.02325952
-2.4448235,-0.8626329
2.731264,1.0861905
2.5179765,0.7106018
1.3268477,1.4703112
2.0474474,2.285407
-2.893117,-0.47348595
2.7002418,1.7205782
1.3220187,2.01313
2.3605413,1.4169986
1.0649377,1.6153555
-0.3121702,0.2656719
-1.5207486,0.13674363
1.7680026,2.6848464
2.9635334,0.6113865
-2.9220798,0.9968154
-1.0599854,-0.20161289
1.687196,-0.36719096
1.7847699,-0.09995401
-2.253423,-0.673379
-0.19221082,0.35471594
-0.15474583,0.66980475
1.3175383,0.17160231
-2.3942466,0.8479551
1.149426,1.5783832
-0.4128226,2.2960603
0.6273047,0.9706086
0.499249,1.8337597
-1.3259864,0.97846186
-2.239925,0.37616897
1.2916193,0.5763884
0.38133535,0.027062595
2.655525,0.04889548
-0.59153116,-1.025269
1.6829245,-1.0578696
-0.57548356,-0.57647955
0.7120021,0.53125095
1.5959824,-0.051282883
-2.5591834,0.16387293
-2.641919,0.85800856
2.8008773,2.4012737
0.34162953,-0.2953626
-2.312014,0.43718663
1.1376042,-0.33966315
-0.59273577,1.8186436
-2.160679,1.7695861
-0.62230855,0.6269406
0.16979295,0.53192246
-2.201465,2.2624424
-2.8912776,1.3653368
0.93767196,1.4021213
2.4325566,-0.07055187
-2.611933,1.3127592
1.0995533,1.1661069
2.511693,1.1484075
0.49713415,0.6014155
1.7902505,1.9446814
-1.3400227,-1.1544762
2.3593905,1.5269469
-2.2854202,0.8525784
0.4946014,-0.9377809
2.3593152,1.800858
2.1627476,1.95043
-0.49009117,0.07098889
-1.7543797,0.7308503
1.3640509,-0.22233891
0.8246125,0.8705247
1.6085192,2.9895213
0.27241033,0.91344845
2.8269565,1.2672017
-2.918244,0.29004294
-0.41991922,1.9959459
0.5627813,1.0126337
-2.9168193,0.7842987
1.3869058,0.664081
0.72379833,1.8792014
-2.04586,0.2167295
-0.66750926,-0.30026037
-2.0859942,-0.038600653
-0.16230103,1.4472178
0.11676127,0.1615082
-2.061438,-0.40675762
1.3524446,1.3535291
-1.4131883,1.2015077
-0.6752247,-1.0827519
-1.0986344,-1.0909193
1.8480579,0.911739
-0.11516885,0.058203638
-1.2845483,-0.026542246
0.36546364,0.20824146
-1.2584541,1.4282058
1.263434,0.39956325
-0.5057603,-1.0417718
-0.63013697,-0.26277304
1.1852437,1.6550725
-0.38765642,0.8806981
-0.6364553,1.4767624
-2.304476,-0.18097168
-2.965926,-0.2539216
0.4626701,1.2840828
-1.358811,0.020146012
2.224188,0.26182562
-1.2328033,-0.5201961
1.0797555,-0.79125583
-0.061751988,0.4918201
-2.6995606,0.0072497725
-2.4806561,0.12048504
0.2306202,2.2572339
2.06585,-0.5678431
-0.8791062,0.8391001
-2.6930206,1.0660901
0.1405449,0.559186
1.1064651,1.121557
2.231687,0.5984816
-0.93425536,-0.4054641
2.7204227,0.77907455
2.0814447,0.5786189
1.1114324,1.8606813
0.2622192,1.4175851
-1.38933,0.74370944
2.0049202,1.1394887
2.5790925,1.2829113
1.4883696,-0.9437305
1.9105287,2.0992513
-1.4978067,0.61142737
1.4629023,0.51748174
-0.16527936,0.854707
1.8672845,1.654874
0.18486479,0.17105424
2.470885,-0.02751708
-1.1085742,0.38218856
-1.1294563,0.8810235
-0.07875237,-0.19248074
0.9111401,-0.09231776
-2.1909447,-0.033178657
2.0598733,2.11453
2.5113194,1.3217323
-2.7412176,-0.9594605
-2.5139298,0.045240805
0.9300254,1.2348922
1.9417019,2.6501813
2.7482045,0.27642024
-0.60820854,1.6138139
-0.67840594,-0.8496539
-2.7409227,1.449276
2.5764039,-0.880105
1.1567322,1.0988367
-2.3012445,0.46640837
0.24882507,1.5586532
1.9922595,1.2668352
-0.07153302,0.354299
1.1181213,0.4062106
-2.5852406,0.884179
2.565833,0.14098203
0.038327653,1.29759
-1.0890478,0.038690567
0.98927546,0.1553781
-2.2609413,1.1724335
-1.4963647,1.1068184
2.7907712,-0.35578418
