log_X,log_y
-0.4529129,0.45522004
-2.802812,-0.731899
0.70021725,0.8347636
-1.9401554,0.36003584
-2.8791661,-1.4171634
0.64216715,1.0573754
2.261189,0.6617147
1.2459178,1.2571762
0.13853316,-0.5255083
-1.0843263,-1.2954872
0.3358655,0.57391685
-2.8836727,-0.82574767
-2.9975133,1.6134161
2.9036288,2.045087
0.61000484,0.99971336
1.884013,1.4940345
-2.8126297,1.2357776
2.3695128,-0.2866366
-2.3265297,-0.5672147
1.9833457,2.1824684
-0.82594734,0.9060292
0.0030204644,0.8504138
0.5523615,0.5927041
1.2840164,0.122962475
1.0856527,0.77375364
1.4419711,0.55883783
-0.32272753,0.23245093
-1.7949476,0.018871427
-0.4690813,1.8663956
-0.4086225,0.36246192
2.8737156,1.9618708
1.5415902,0.44672012
0.7367653,-0.45394325
-1.0486891,-0.16955966
-2.4158494,0.21655023
-2.7508326,-1.031328
-2.2334497,1.2670023
1.2196463,1.4851011
-2.6230683,-1.1234498
2.2697842,1.1626855
0.10953638,1.8270342
2.7384617,1.9813135
-2.3429947,1.9106736
1.062626,0.7210369
2.3610623,2.0262759
2.5734105,-0.32915652
-1.0354325,-0.5250086
-2.6839771,-0.9907566
-1.8775151,0.837546
0.2174722,1.323624
-1.3024985,0.7323042
2.5509143,0.76405704
-0.67958474,-0.7506819
-1.9556884,-0.79890513
2.6438887,0.15728259
1.1613983,0.9446876
0.9669022,1.1812638
-1.9899598,-0.57228327
1.228207,1.7049874
2.9593632,0.5048642
-2.1569507,-0.07252082
0.75495994,1.2682824
1.9631016,2.6989784
-1.1357753,-1.3119873
-0.24558306,0.4833571
2.2029746,0.45979148
0.75350237,0.45705357
1.2305287,1.9898252
-2.0556488,0.5738385
-0.12109355,-0.6182905
0.8681979,0.061181247
0.601547,-1.1303232
-1.4142553,0.7546512
0.02321243,0.94383866
1.9228796,1.8068025
2.1252835,-1.8695483
-0.027504683,0.39733073
0.59129363,0.9589369
-2.8518271,1.3832839
0.6313171,0.43647382
-1.2432666,0.6594482
-2.6726887,0.10433695
-0.32382104,-0.57305974
0.28783247,-0.6681162
-2.2520473,-0.5206573
0.072088264,1.2238724
2.9768329,1.9246564
0.895611,1.9862896
-0.96174747,1.2974659
-1.8861847,-0.710953
-1.672193,0.1732177
1.3863955,2.3296604
1.5517869,1.1016762
-1.9889884,0.9992877
-1.5072528,1.5344663
1.3321886,0.6852163
1.1247131,0.6503129
-1.8239144,-0.38981554
1.5321983,1.0216806
-2.647137,-0.93059146
-1.4486551,-0.05092299
2.3601382,0.26952207
-1.630092,-0.2122226
0.77709305,1.5443959
-2.9605794,-1.0379221
1.7256536,0.60715944
2.9194965,0.7932078
-0.36159077,-0.511676
1.7016113,-0.75338185
1.2683324,0.85583764
-1.3910949,0.96171975
1.7539959,0.53156906
0.8554389,1.7932439
-0.5107947,0.3197217
2.878154,1.1816478
0.4552293,0.1642425
-1.7888678,0.719976
0.63377225,-0.36988813
0.37731242,2.0001154
0.36406308,-0.10584676
2.0551932,1.6865816
0.895014,3.1346545
-0.82013464,0.21967906
0.7932403,-0.19174188
0.5479271,1.0360914
2.8333585,0.70796436
-2.8107727,-1.3594428
-0.42647815,1.4005182
0.76636285,0.25634545
-1.3593808,0.98734224
-1.7136354,1.1394991
2.459788,-0.022791982
-1.7413772,-0.0020463765
-0.6855055,-0.06065637
-2.6993535,0.8423993
2.0424397,0.8225469
-0.72644156,-0.951193
-0.09546447,0.046735644
0.0022464502,1.02593
-2.767634,-0.46721154
0.09237271,1.5126305
-0.36660957,-0.36808997
-2.116026,0.4826446
1.1495634,-0.5957615
-1.4232473,-1.4689362
-2.1776252,0.90599513
0.19279332,1.210337
-2.757664,0.44091544
-1.8032141,-0.40317217
0.08520084,0.24989945
-0.078972496,1.4892612
-1.6482882,-0.9207308
-0.83105594,2.3075697
-0.1519591,-0.039102316
2.466802,-0.5045401
-2.185807,-0.237136
1.6426913,0.6869457
2.3871772,0.0052366257
0.5314047,0.13145798
2.9788787,1.6605765
-1.7889974,-1.168026
-1.2757874,0.93362695
-0.1862541,0.7686779
0.53478503,1.5705489
0.54100424,0.93576276
0.71890044,-0.6057757
-1.4669107,-0.08052707
0.39484662,0.7839876
2.0592391,2.5189416
1.4978942,0.33325642
-1.4360069,-0.77469814
0.50561327,0.7672364
1.3467581,0.38555926
1.5090065,3.2453523
0.19530483,2.777916
1.0103096,3.2218492
-2.207587,-0.8154159
0.46300015,-0.10477054
2.5959444,1.0994344
-1.4744596,1.4796559
1.0213398,0.13133955
-1.8730266,-0.21906087
2.8996298,2.6348608
2.652774,0.7126196
-2.7263494,0.88833815
0.47613552,-0.55112994
0.63795775,1.8053322
2.1330388,1.2226547
-1.6658857,-0.24906433
1.0571091,-0.7266817
-0.23938107,-1.3003157
0.43832213,0.6160352
-2.5514555,0.15539806
1.3441573,0.77566636
-0.41446957,1.5608864
-0.06705212,0.600746
0.050600167,0.040536404
0.3372946,0.21561551
-0.8996251,1.8317049
0.4479139,0.48614052
